,staff01_notes,staff01_durations,staff02_notes,staff02_durations
0,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[52, 64, 0, 0, 0]","['1/4', '1/2', 0, 0, 0]"
1,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[66, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]"
2,"[73, 82, 0, 0, 0]","['1/4', '1/8', 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[46, 58, 0, 0, 0]","['1/4', '1/8', 0, 0, 0]"
4,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[55, 60, 63, 0, 0]","['1/8', '1/4', '1/8', 0, 0]"
5,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[46, 58, 0, 0, 0]","['1/4', '1/4', 0, 0, 0]"
6,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[58, 62, 68, 0, 0]","['1/8', '1/4', '1/6', 0, 0]"
7,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[46, 58, 0, 0, 0]","['1/8', '1/2', 0, 0, 0]"
8,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[55, 60, 63, 0, 0]","['3/16', '1/4', '1/8', 0, 0]"
9,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[46, 58, 0, 0, 0]","['1/8', '1/4', 0, 0, 0]"
10,"[61, 65, 70, 0, 0]","['3/16', '1/8', '1/8', 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11,"[64, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12,"[62, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
13,"[64, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
14,"[66, 0, 0, 0, 0]","['1/16', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
15,"[67, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
16,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
17,"[70, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
18,"[77, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
19,"[74, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
20,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
21,"[70, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22,"[77, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
23,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[51, 55, 58, 61, 0]","['1/8', '1/8', '1/8', '1/16', 0]"
24,"[77, 0, 0, 0, 0]","['1/2', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
26,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
27,"[70, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28,"[77, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
29,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
31,"[76, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
32,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
33,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34,"[70, 0, 0, 0, 0]","['1/16', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
35,"[77, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
36,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
37,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
38,"[70, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
39,"[72, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
40,"[75, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
41,"[76, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
42,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
43,"[72, 0, 0, 0, 0]","['3/16', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
44,"[70, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
45,"[77, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
46,"[74, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
47,"[72, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
48,"[70, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
49,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[51, 55, 61, 0, 0]","['1/8', '1/4', '1/8', 0, 0]"
50,"[79, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
51,"[84, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
52,"[77, 81, 86, 0, 0]","['1/4', '1/4', '1/4', 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
53,"[84, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
54,"[80, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[51, 56, 60, 0, 0]","['1/4', '1/4', '1/8', 0, 0]"
55,"[72, 77, 0, 0, 0]","['1/4', '1/8', 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
56,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[57, 60, 65, 0, 0]","['1/8', '1/4', '1/8', 0, 0]"
57,"[72, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
58,"[70, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
59,"[77, 0, 0, 0, 0]","['1/4', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
60,"[74, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
61,"[72, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
62,"[70, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
63,"[77, 0, 0, 0, 0]","['1/8', 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
