,staff01_notes,staff01_durations,staff02_notes,staff02_durations
0,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[55 57 61  0  0],"['1/8', '1/8', '1/8', 0, 0]"
1,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[45 57  0  0  0],"['1/8', '3/16', 0, 0, 0]"
2,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[41 53  0  0  0],"['1/8', '1/8', 0, 0, 0]"
3,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
4,[73  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
5,[72  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
6,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
7,[73  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
8,[74  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
9,[72  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
10,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
11,[73  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
12,[72  0  0  0  0],"['1/24', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
13,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
14,[72  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
15,[76  0  0  0  0],"['1/16', 0, 0, 0, 0]",[55 60 64  0  0],"['1/8', '1/8', '1/8', 0, 0]"
16,[72  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
17,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
18,[73  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
19,[72  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
20,[69  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
21,[70  0  0  0  0],"['1/16', 0, 0, 0, 0]",[46  0  0  0  0],"['1/8', 0, 0, 0, 0]"
22,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[53 58 62  0  0],"['1/16', '1/16', '1/8', 0, 0]"
23,[67 79  0  0  0],"['1/16', '1/8', 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
24,[71 76  0  0  0],"['1/8', '1/16', 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
25,[69 74  0  0  0],"['1/16', '1/16', 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
26,[62  0  0  0  0],"['1/16', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
