,staff01_notes,staff01_durations,staff02_notes,staff02_durations
0,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[43 55  0  0  0],"['1/4', '1/4', 0, 0, 0]"
1,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[36 48  0  0  0],"['3/4', '1/2', 0, 0, 0]"
2,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[37 49  0  0  0],"['1/4', '1/2', 0, 0, 0]"
3,[0 0 0 0 0],"[0, 0, 0, 0, 0]",[36 48  0  0  0],"['1/4', '3/4', 0, 0, 0]"
4,[60 64 69  0  0],"['1/8', '3/8', '3/4', 0, 0]",[36 48  0  0  0],"['1/4', '1/8', 0, 0, 0]"
5,[67  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
6,[69  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
7,[73  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
8,[72  0  0  0  0],"['1/4', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
9,[69  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
10,[73  0  0  0  0],"['1/4', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
11,[74  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
12,[72  0  0  0  0],"['1/4', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
13,[69  0  0  0  0],"['1/2', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
14,[73  0  0  0  0],"['1/8', 0, 0, 0, 0]",[0 0 0 0 0],"[0, 0, 0, 0, 0]"
